"sum","season","state_id","election_id","candidate_name"
"656","Winter     ","Kerala",2984,"NARAYANA KUMAR"
"656","Winter     ","Kerala",2948,"SUBRAN K R"
"655","Summer     ","Kerala",3104,"DIVAKARAN PALLATH"
"655","Summer     ","Kerala",2986,"RAJMOHAN UNNITHAN"
"919","Autumn     ","Kerala",3019,"ROBY MATTAPPALLY"
"919","Autumn     ","Kerala",2959,"SANDEEP RAJENDRAPRASAD"
"656","Winter     ","Kerala",2994,"N KESHAVA NAYAK"
"656","Winter     ","Kerala",2999,"VIPINLAL VIDHYADHARAN"
"656","Winter     ","Kerala",2970,"SAJI @ SHAJI"
"654","Autumn     ","Kerala",2933,"NOTA"
"921","Winter     ","Kerala",2950,"ARUN EDATHADAN"
"654","Autumn     ","Kerala",2991,"MANOHARAN K"
"656","Winter     ","Kerala",2983,"C. BALAKRISHNAN YADAV"
"656","Winter     ","Kerala",2943,"PROF C RAVEENDRANATH"
"919","Autumn     ","Kerala",3002,"PRADEEP KOTTARAKKARA"
"654","Autumn     ","Kerala",3128,"P RADHAKRISHNAN"
"654","Autumn     ","Kerala",2922,"ADV.K.M SHAJAHAN"
"655","Summer     ","Kerala",3001,"GOKULAM SURESH KUMAR"
"919","Autumn     ","Kerala",2969,"JOMON JOHN"
"740","Rabi       ","Goa",1471,"MILAN R VAINGANKAR"
"656","Winter     ","Kerala",3030,"T. RAGHAVAN S/O VELLANKUTTY"
"581","Kharif     ","Goa",1472,"MR SAKHARAM NAIK"
"919","Autumn     ","Kerala",2985,"NOTA"
"921","Winter     ","Kerala",2957,"ADV. ANTONY JUDY"
"919","Autumn     ","Kerala",3111,"PRAPHUL KRISHNAN"
"655","Summer     ","Kerala",2952,"JOHNSON K C"
"920","Summer     ","Kerala",3077,"DR. M.P ABDUSSAMAD SAMADANI"
"655","Summer     ","Kerala",3004,"JOSE SARANATH"
"654","Autumn     ","Kerala",2929,"RAMYA HARIDAS"
"919","Autumn     ","Kerala",3023,"NOTA"
"654","Autumn     ","Kerala",3085,"NOTA"
"921","Winter     ","Kerala",3032,"SUBHA"
"655","Summer     ","Kerala",2955,"K. J. SHINE TEACHER"
"654","Autumn     ","Kerala",2998,"KRISHNAKUMAR G"
"920","Summer     ","Kerala",3083,"BINDHU W/O DEVARAJAN"
"654","Autumn     ","Kerala",3039,"V. VASEEF"
"920","Summer     ","Kerala",3073,"K.C.THOMAS"
"654","Autumn     ","Kerala",3089,"ADV RAJENDRAN"
"655","Summer     ","Kerala",3008,"NOTA"
"654","Autumn     ","Kerala",3026,"M. T. RAMESH"
"921","Winter     ","Kerala",3037,"NOTA"
"921","Winter     ","Kerala",2972,"NOTA"
"655","Summer     ","Kerala",3084,"HAMZA KADAVANDI"
"654","Autumn     ","Kerala",2916,"K. C VENUGOPAL"
"654","Autumn     ","Kerala",3030,"T. RAGHAVAN S/O VELLANKUTTY"
"920","Summer     ","Kerala",3125,"SINOJ A.C"
"920","Summer     ","Kerala",3057,"V K SREEKANDAN"
"656","Winter     ","Kerala",3027,"ARAMUKHAN"
"655","Summer     ","Kerala",3122,"K SURENDRAN"
"939","Rabi       ","Meghalaya",4725,"SALENG A SANGMA"
"920","Summer     ","Kerala",3033,"DR. M. JYOTHIRAJ"
"654","Autumn     ","Kerala",3088,"PANNIAN RAVINDRAN"
"919","Autumn     ","Kerala",3022,"MAN HOUSE MANMADHAN"
"919","Autumn     ","Kerala",3070,"ANIL K.ANTONY"
"921","Winter     ","Kerala",2925,"JAYAKRISHNAN P"
"921","Winter     ","Kerala",2939,"SANTHOSH K"
"919","Autumn     ","Kerala",3103,"SUNILKUMAR SON OF PRABHAKARAN"
"921","Winter     ","Kerala",3009,"ADV K FRANCIS GEORGE"
"654","Autumn     ","Kerala",3044,"ABDULSALAM S/O MUHAMMED HAJI"
"656","Winter     ","Kerala",2991,"MANOHARAN K"
"654","Autumn     ","Kerala",3101,"K MURALEEDHARAN"
"581","Kharif     ","Goa",1468,"SHRIPAD YESSO NAIK"
"654","Autumn     ","Kerala",2940,"PRAKASH S"
"919","Autumn     ","Kerala",3091,"J J RUSSELL"
"921","Winter     ","Kerala",3079,"ADV. NIVEDIDA"
"654","Autumn     ","Kerala",3024,"M. K. RAGHAVAN"
"920","Summer     ","Kerala",3050,"C MONICHEN"
"656","Winter     ","Kerala",3123,"P.R KRISHNANKUTTY"
"581","Kharif     ","Goa",1471,"MILAN R VAINGANKAR"
"921","Winter     ","Kerala",2923,"SHAJAHAN V.A.     S/O ABDUL AZEES"
"920","Summer     ","Kerala",2925,"JAYAKRISHNAN P"
"654","Autumn     ","Kerala",2966,"ADV. JOICE GEORGE"
"677","Rabi       ","Meghalaya",4724,"NOTA"
"654","Autumn     ","Kerala",2962,"BRAHMAKUMAR"
"920","Summer     ","Kerala",3019,"ROBY MATTAPPALLY"
"920","Summer     ","Kerala",2998,"KRISHNAKUMAR G"
"656","Winter     ","Kerala",3032,"SUBHA"
"655","Summer     ","Kerala",2948,"SUBRAN K R"
"581","Kharif     ","Goa",1484,"HARISHCHANDRA SUDHAKAR NAIK"
"920","Summer     ","Kerala",3017,"M M SCARIA"
"656","Winter     ","Kerala",3077,"DR. M.P ABDUSSAMAD SAMADANI"
"919","Autumn     ","Kerala",3006,"P KRISHNAMMAL"
"656","Winter     ","Kerala",2917,"A. M ARIFF"
"654","Autumn     ","Kerala",2931,"HARI ARUMBIL"
"920","Summer     ","Kerala",3081,"VINOD"
"655","Summer     ","Kerala",2917,"A. M ARIFF"
"655","Summer     ","Kerala",3121,"ANNIE RAJA"
"920","Summer     ","Kerala",3037,"NOTA"
"656","Winter     ","Kerala",3041,"T. KRISHNAN"
"919","Autumn     ","Kerala",2971,"P.K. SAJEEVAN"
"920","Summer     ","Kerala",2987,"M.V BALAKRISHNAN MASTER"
"919","Autumn     ","Kerala",3127,"AJEEB MUHAMMED"
"920","Summer     ","Kerala",3082,"HAMSA S/O MOIDUTTY"
"656","Winter     ","Kerala",3112,"SHAFI T P"
"921","Winter     ","Kerala",3085,"NOTA"
"919","Autumn     ","Kerala",2977,"K. SUDHAKARAN S/O. KRISHNAN"
"654","Autumn     ","Kerala",3057,"V K SREEKANDAN"
"919","Autumn     ","Kerala",2961,"PRATHAPAN"
"919","Autumn     ","Kerala",3034,"ABDUL KAREEM S/O MAHAMMOOD"
"654","Autumn     ","Kerala",3095,"NANDAVANAM SUSEELAN"
"919","Autumn     ","Kerala",2994,"N KESHAVA NAYAK"
"921","Winter     ","Kerala",3029,"RAGHAVAN S/O NARAYANAN NAIR"
"920","Summer     ","Kerala",3126,"PRASEETHA AZHIKODE"
"656","Winter     ","Kerala",2987,"M.V BALAKRISHNAN MASTER"
"919","Autumn     ","Kerala",3005,"BRO NOUSHAD  SHERIFF J"
"655","Summer     ","Kerala",3057,"V K SREEKANDAN"
"654","Autumn     ","Kerala",3003,"TWINKLE PRABHAKARAN"
"939","Rabi       ","Meghalaya",4729,"NOTA"
"919","Autumn     ","Kerala",3010,"THOMAS CHAZHIKADAN"
"656","Winter     ","Kerala",2935,"V JOY"
"654","Autumn     ","Kerala",3099,"SURESH GOPI"
"920","Summer     ","Kerala",2975,"C. RAGHUNATH"
"921","Winter     ","Kerala",2954,"HIBI EDEN"
"656","Winter     ","Kerala",3035,"ABDUL KAREEM S/O AYAMMATH KUTTY"
"656","Winter     ","Kerala",3065,"SIDHEEK IRUPPASSERY"
"656","Winter     ","Kerala",2941,"NOTA"
"921","Winter     ","Kerala",2975,"C. RAGHUNATH"
"656","Winter     ","Kerala",3096,"SHAJU PALIYODU"
"654","Autumn     ","Kerala",3042,"P.C. NARAYANAN"
"655","Summer     ","Kerala",2991,"MANOHARAN K"
"919","Autumn     ","Kerala",3032,"SUBHA"
"921","Winter     ","Kerala",3122,"K SURENDRAN"
"920","Summer     ","Kerala",3100,"ADV V S SUNILKUMAR"
"920","Summer     ","Kerala",3078,"K.S HAMZA"
"921","Winter     ","Kerala",3096,"SHAJU PALIYODU"
"919","Autumn     ","Kerala",3066,"C RAJAMANICKAM"
"920","Summer     ","Kerala",3053,"K BIMALJI"
"919","Autumn     ","Kerala",2999,"VIPINLAL VIDHYADHARAN"
"920","Summer     ","Kerala",2980,"JAYARAJ"
"656","Winter     ","Kerala",2979,"JOY JOHN PATTAR MADATHIL"
"655","Summer     ","Kerala",3081,"VINOD"
"919","Autumn     ","Kerala",3038,"E.T.  MOHAMMED BASHEER"
"654","Autumn     ","Kerala",3109,"SHAFI PARAMBIL"
"920","Summer     ","Kerala",3000,"PREMACHANDRAN NAIR"
"920","Summer     ","Kerala",3122,"K SURENDRAN"
"920","Summer     ","Kerala",3054,"MANTHARA VELAYUDHAN"
"656","Winter     ","Kerala",2988,"M.L ASHWINI"
"654","Autumn     ","Kerala",2995,"NOTA"
"655","Summer     ","Kerala",2999,"VIPINLAL VIDHYADHARAN"
"656","Winter     ","Kerala",2928,"K.RADHAKRISHNAN"
"920","Summer     ","Kerala",2955,"K. J. SHINE TEACHER"
"655","Summer     ","Kerala",3097,"SASI KONGAPALLY"
"919","Autumn     ","Kerala",3029,"RAGHAVAN S/O NARAYANAN NAIR"
"920","Summer     ","Kerala",2930,"DR T N SARASU"
"919","Autumn     ","Kerala",3125,"SINOJ A.C"
"654","Autumn     ","Kerala",3009,"ADV K FRANCIS GEORGE"
"654","Autumn     ","Kerala",2936,"V  MURALEEDHARAN"
"920","Summer     ","Kerala",3090,"ADV SHINE LAL M P"
"921","Winter     ","Kerala",2926,"JYOTHI ABRAHAM"
"919","Autumn     ","Kerala",3126,"PRASEETHA AZHIKODE"
"655","Summer     ","Kerala",3089,"ADV RAJENDRAN"
"920","Summer     ","Kerala",2981,"JAYARAJAN S/O. VELAYUDHAN"
"656","Winter     ","Kerala",3105,"M S JAFARGHAN"
"919","Autumn     ","Kerala",2993,"BALAKRISHNAN N"
"656","Winter     ","Kerala",3119,"NOTA"
"656","Winter     ","Kerala",2972,"NOTA"
"656","Winter     ","Kerala",2958,"VAYALAR JAYAKUMAR"
"656","Winter     ","Kerala",3068,"ANTO ANTONY"
"920","Summer     ","Kerala",2936,"V  MURALEEDHARAN"
"921","Winter     ","Kerala",3012,"VIJU CHERIAN"
"919","Autumn     ","Kerala",2998,"KRISHNAKUMAR G"
"655","Summer     ","Kerala",2984,"NARAYANA KUMAR"
"656","Winter     ","Kerala",3055,"KOZHUVASSERIL SURESH"
"654","Autumn     ","Kerala",3021,"SUNIL ALANCHERIL"
"919","Autumn     ","Kerala",2939,"SANTHOSH K"
"919","Autumn     ","Kerala",3089,"ADV RAJENDRAN"
"921","Winter     ","Kerala",2992,"ANEESH PAYYANNUR"
"920","Summer     ","Kerala",3013,"P O PETER"
"740","Rabi       ","Goa",1485,"NOTA"
"919","Autumn     ","Kerala",3124,"SATHYAN K.P"
"655","Summer     ","Kerala",2925,"JAYAKRISHNAN P"
"656","Winter     ","Kerala",3011,"THUSHAR VELLAPPALLY"
"656","Winter     ","Kerala",3050,"C MONICHEN"
"655","Summer     ","Kerala",3108,"NOTA"
"655","Summer     ","Kerala",3053,"K BIMALJI"
"655","Summer     ","Kerala",3078,"K.S HAMZA"
"654","Autumn     ","Kerala",3059,"C KRISHNAKUMAR"
"654","Autumn     ","Kerala",3094,"CHALAI MOHANAN"
"852","Kharif     ","Goa",1477,"CAPTAIN  VIRIATO FERNANDES"
"920","Summer     ","Kerala",2951,"T S CHANDRAN"
"919","Autumn     ","Kerala",3085,"NOTA"
"654","Autumn     ","Kerala",2987,"M.V BALAKRISHNAN MASTER"
"655","Summer     ","Kerala",2993,"BALAKRISHNAN N"
"656","Winter     ","Kerala",3129,"NOTA"
"654","Autumn     ","Kerala",2994,"N KESHAVA NAYAK"
"655","Summer     ","Kerala",3083,"BINDHU W/O DEVARAJAN"
"654","Autumn     ","Kerala",2982,"VADI HAREENDRAN"
"920","Summer     ","Kerala",2963,"ROHIT KRISHNAN"
"919","Autumn     ","Kerala",3073,"K.C.THOMAS"
"921","Winter     ","Kerala",3044,"ABDULSALAM S/O MUHAMMED HAJI"
"920","Summer     ","Kerala",2922,"ADV.K.M SHAJAHAN"
"656","Winter     ","Kerala",3020,"SANTHOSH PULICKAL"
"655","Summer     ","Kerala",3036,"ABDUL KAREEM K. S/O ASSAIN"
"921","Winter     ","Kerala",3030,"T. RAGHAVAN S/O VELLANKUTTY"
"656","Winter     ","Kerala",2955,"K. J. SHINE TEACHER"
"654","Autumn     ","Kerala",2924,"SATHEESH SHENOI"
"920","Summer     ","Kerala",3021,"SUNIL ALANCHERIL"
"655","Summer     ","Kerala",3029,"RAGHAVAN S/O NARAYANAN NAIR"
"654","Autumn     ","Kerala",2939,"SANTHOSH K"
"920","Summer     ","Kerala",2997,"M MUKESH"
"654","Autumn     ","Kerala",2981,"JAYARAJAN S/O. VELAYUDHAN"
"655","Summer     ","Kerala",3074,"ADV.HARIKUMAR M.K."
"655","Summer     ","Kerala",3094,"CHALAI MOHANAN"
"920","Summer     ","Kerala",2962,"BRAHMAKUMAR"
"920","Summer     ","Kerala",3123,"P.R KRISHNANKUTTY"
"729","Whole Year ","Goa",1485,"NOTA"
"655","Summer     ","Kerala",2927,"NOTA"
"919","Autumn     ","Kerala",3075,"ANOOP V."
"919","Autumn     ","Kerala",3061,"ANNA KURIAKOSE"
"920","Summer     ","Kerala",2958,"VAYALAR JAYAKUMAR"
"920","Summer     ","Kerala",2942,"BENNY BEHANAN"
"919","Autumn     ","Kerala",2938,"PRAKASH P L"
"656","Winter     ","Kerala",2924,"SATHEESH SHENOI"
"655","Summer     ","Kerala",3087,"RAJEEV CHANDRASEKHAR"
"656","Winter     ","Kerala",2918,"SOBHA SURENDRAN"
"919","Autumn     ","Kerala",3108,"NOTA"
"654","Autumn     ","Kerala",2974,"M.V. JAYARAJAN"
"655","Summer     ","Kerala",3099,"SURESH GOPI"
"921","Winter     ","Kerala",2940,"PRAKASH S"
"920","Summer     ","Kerala",2952,"JOHNSON K C"
"921","Winter     ","Kerala",3101,"K MURALEEDHARAN"
"919","Autumn     ","Kerala",2957,"ADV. ANTONY JUDY"
"921","Winter     ","Kerala",3002,"PRADEEP KOTTARAKKARA"
"919","Autumn     ","Kerala",3054,"MANTHARA VELAYUDHAN"
"655","Summer     ","Kerala",3010,"THOMAS CHAZHIKADAN"
"655","Summer     ","Kerala",2918,"SOBHA SURENDRAN"
"921","Winter     ","Kerala",3109,"SHAFI PARAMBIL"
"740","Rabi       ","Goa",1481,"DEEPKUMAR D MAPARI"
"656","Winter     ","Kerala",3022,"MAN HOUSE MANMADHAN"
"655","Summer     ","Kerala",2956,"DR. K. S. RADHAKRISHNAN"
"655","Summer     ","Kerala",3011,"THUSHAR VELLAPPALLY"
"919","Autumn     ","Kerala",3039,"V. VASEEF"
"919","Autumn     ","Kerala",2953,"NOTA"
"921","Winter     ","Kerala",3057,"V K SREEKANDAN"
"655","Summer     ","Kerala",3043,"NASEEF ALI MULLAPPALLI"
"656","Winter     ","Kerala",3120,"RAHUL GANDHI"
"655","Summer     ","Kerala",2953,"NOTA"
"740","Rabi       ","Goa",1469,"RAMAKANT KHALAP"
"920","Summer     ","Kerala",3104,"DIVAKARAN PALLATH"
"920","Summer     ","Kerala",2986,"RAJMOHAN UNNITHAN"
"656","Winter     ","Kerala",3044,"ABDULSALAM S/O MUHAMMED HAJI"
"655","Summer     ","Kerala",2957,"ADV. ANTONY JUDY"
"655","Summer     ","Kerala",2947,"BOSCO KALAMASSERY"
"920","Summer     ","Kerala",3066,"C RAJAMANICKAM"
"654","Autumn     ","Kerala",3014,"V P KOCHUMON"
"919","Autumn     ","Kerala",3115,"SHYLAJA"
"919","Autumn     ","Kerala",3081,"VINOD"
"919","Autumn     ","Kerala",2917,"A. M ARIFF"
"654","Autumn     ","Kerala",2964,"NOTA"
"920","Summer     ","Kerala",3094,"CHALAI MOHANAN"
"655","Summer     ","Kerala",3009,"ADV K FRANCIS GEORGE"
"656","Winter     ","Kerala",3001,"GOKULAM SURESH KUMAR"
"920","Summer     ","Kerala",2931,"HARI ARUMBIL"
"656","Winter     ","Kerala",3100,"ADV V S SUNILKUMAR"
"920","Summer     ","Kerala",3025,"ELAMARAM KAREEM"
"920","Summer     ","Kerala",3111,"PRAPHUL KRISHNAN"
"921","Winter     ","Kerala",2945,"ADV CHARLY PAUL"
"656","Winter     ","Kerala",3009,"ADV K FRANCIS GEORGE"
"921","Winter     ","Kerala",3048,"ADV ARUN KUMAR C A"
"920","Summer     ","Kerala",2935,"V JOY"
"654","Autumn     ","Kerala",3041,"T. KRISHNAN"
"920","Summer     ","Kerala",3049,"BAIJU KALASALA"
"921","Winter     ","Kerala",2961,"PRATHAPAN"
"655","Summer     ","Kerala",3107,"JOSHI VILLADOM"
"920","Summer     ","Kerala",2989,"SUKUMARI M"
"919","Autumn     ","Kerala",2983,"C. BALAKRISHNAN YADAV"
"655","Summer     ","Kerala",2982,"VADI HAREENDRAN"
"920","Summer     ","Kerala",3007,"N JAYARAJAN"
"654","Autumn     ","Kerala",3001,"GOKULAM SURESH KUMAR"
"654","Autumn     ","Kerala",3084,"HAMZA KADAVANDI"
"656","Winter     ","Kerala",2923,"SHAJAHAN V.A.     S/O ABDUL AZEES"
"921","Winter     ","Kerala",3031,"N. RAGHAVAN S/O DAMU"
"654","Autumn     ","Kerala",3005,"BRO NOUSHAD  SHERIFF J"
"654","Autumn     ","Kerala",3031,"N. RAGHAVAN S/O DAMU"
"655","Summer     ","Kerala",3050,"C MONICHEN"
"919","Autumn     ","Kerala",2946,"ROSILIN CHACKO"
"920","Summer     ","Kerala",2946,"ROSILIN CHACKO"
"655","Summer     ","Kerala",3049,"BAIJU KALASALA"
"654","Autumn     ","Kerala",3010,"THOMAS CHAZHIKADAN"
"919","Autumn     ","Kerala",3051,"SANTHOSH PALATHUMPADAN"
"919","Autumn     ","Kerala",2932,"KRISHNANKUTTY KUNISSERY"
"920","Summer     ","Kerala",3010,"THOMAS CHAZHIKADAN"
"656","Winter     ","Kerala",2937,"SURABHI S"
"655","Summer     ","Kerala",3060,"K T PADMINI"
"920","Summer     ","Kerala",3085,"NOTA"
"654","Autumn     ","Kerala",3102,"ADV P K NARAYANAN"
"920","Summer     ","Kerala",2947,"BOSCO KALAMASSERY"
"656","Winter     ","Kerala",3086,"SHASHI THAROOR"
"654","Autumn     ","Kerala",2948,"SUBRAN K R"
"655","Summer     ","Kerala",2942,"BENNY BEHANAN"
"654","Autumn     ","Kerala",2952,"JOHNSON K C"
"656","Winter     ","Kerala",3103,"SUNILKUMAR SON OF PRABHAKARAN"
"921","Winter     ","Kerala",3095,"NANDAVANAM SUSEELAN"
