"sum","season","state_id","election_id","candidate_name"
"919","Autumn     ","Kerala",3084,"HAMZA KADAVANDI"
"852","Kharif     ","Goa",1478,"PALLAVI SHRINIVAS DEMPO"
"920","Summer     ","Kerala",3112,"SHAFI T P"
"921","Winter     ","Kerala",3028,"ARAVINDAKSHAN NAIR M. K."
"920","Summer     ","Kerala",3051,"SANTHOSH PALATHUMPADAN"
"677","Rabi       ","Meghalaya",4723,"PETER SHALLAM"
"654","Autumn     ","Kerala",2960,"CYRILL SKARIA"
"920","Summer     ","Kerala",2928,"K.RADHAKRISHNAN"
"919","Autumn     ","Kerala",2978,"SUDHAKARAN. K S/O. P GOPALAN"
"656","Winter     ","Kerala",2986,"RAJMOHAN UNNITHAN"
"656","Winter     ","Kerala",3066,"C RAJAMANICKAM"
"921","Winter     ","Kerala",3092,"S MINI"
"654","Autumn     ","Kerala",3032,"SUBHA"
"921","Winter     ","Kerala",2936,"V  MURALEEDHARAN"
"921","Winter     ","Kerala",3118,"MURALIDHARAN"
"919","Autumn     ","Kerala",3065,"SIDHEEK IRUPPASSERY"
"729","Whole Year ","Goa",1478,"PALLAVI SHRINIVAS DEMPO"
"921","Winter     ","Kerala",2931,"HARI ARUMBIL"
"656","Winter     ","Kerala",3128,"P RADHAKRISHNAN"
"921","Winter     ","Kerala",2965,"ADV. DEAN KURIAKOSE"
"921","Winter     ","Kerala",3073,"K.C.THOMAS"
"920","Summer     ","Kerala",3040,"DR. ABDUL SALAM"
"656","Winter     ","Kerala",2964,"NOTA"
"729","Whole Year ","Goa",1477,"CAPTAIN  VIRIATO FERNANDES"
"920","Summer     ","Kerala",2954,"HIBI EDEN"
"654","Autumn     ","Kerala",2949,"DR M PRADEEPAN"
"655","Summer     ","Kerala",2962,"BRAHMAKUMAR"
"919","Autumn     ","Kerala",3053,"K BIMALJI"
"655","Summer     ","Kerala",3019,"ROBY MATTAPPALLY"
"921","Winter     ","Kerala",3067,"NOTA"
"919","Autumn     ","Kerala",2989,"SUKUMARI M"
"921","Winter     ","Kerala",2943,"PROF C RAVEENDRANATH"
"852","Kharif     ","Goa",1474,"THOMAS AUGUSTINE FERNANDES"
"920","Summer     ","Kerala",3030,"T. RAGHAVAN S/O VELLANKUTTY"
"919","Autumn     ","Kerala",2965,"ADV. DEAN KURIAKOSE"
"919","Autumn     ","Kerala",2949,"DR M PRADEEPAN"
"921","Winter     ","Kerala",3008,"NOTA"
"654","Autumn     ","Kerala",3056,"NOTA"
"921","Winter     ","Kerala",2988,"M.L ASHWINI"
"919","Autumn     ","Kerala",2945,"ADV CHARLY PAUL"
"655","Summer     ","Kerala",2946,"ROSILIN CHACKO"
"655","Summer     ","Kerala",2976,"RAMACHANDRAN BAVILEERI"
"919","Autumn     ","Kerala",3104,"DIVAKARAN PALLATH"
"920","Summer     ","Kerala",2982,"VADI HAREENDRAN"
"654","Autumn     ","Kerala",3040,"DR. ABDUL SALAM"
"654","Autumn     ","Kerala",2932,"KRISHNANKUTTY KUNISSERY"
"920","Summer     ","Kerala",2953,"NOTA"
"920","Summer     ","Kerala",3058,"A VIJAYARAGHAVAN"
"921","Winter     ","Kerala",2942,"BENNY BEHANAN"
"654","Autumn     ","Kerala",3125,"SINOJ A.C"
"654","Autumn     ","Kerala",3073,"K.C.THOMAS"
"919","Autumn     ","Kerala",3009,"ADV K FRANCIS GEORGE"
"920","Summer     ","Kerala",3011,"THUSHAR VELLAPPALLY"
"656","Winter     ","Kerala",3074,"ADV.HARIKUMAR M.K."
"921","Winter     ","Kerala",3022,"MAN HOUSE MANMADHAN"
"919","Autumn     ","Kerala",3013,"P O PETER"
"656","Winter     ","Kerala",2967,"ADV. SANGEETHA VISWANATHAN"
"740","Rabi       ","Goa",1473,"SHAKEEL JAMAL SHAIKH"
"921","Winter     ","Kerala",2967,"ADV. SANGEETHA VISWANATHAN"
"919","Autumn     ","Kerala",3107,"JOSHI VILLADOM"
"921","Winter     ","Kerala",2952,"JOHNSON K C"
"655","Summer     ","Kerala",2980,"JAYARAJ"
"656","Winter     ","Kerala",3038,"E.T.  MOHAMMED BASHEER"
"656","Winter     ","Kerala",2990,"RAJESWARI K.R"
"921","Winter     ","Kerala",2993,"BALAKRISHNAN N"
"921","Winter     ","Kerala",3004,"JOSE SARANATH"
"919","Autumn     ","Kerala",2922,"ADV.K.M SHAJAHAN"
"655","Summer     ","Kerala",3012,"VIJU CHERIAN"
"656","Winter     ","Kerala",3053,"K BIMALJI"
"656","Winter     ","Kerala",3003,"TWINKLE PRABHAKARAN"
"919","Autumn     ","Kerala",2936,"V  MURALEEDHARAN"
"919","Autumn     ","Kerala",2975,"C. RAGHUNATH"
"920","Summer     ","Kerala",3072,"JOY P.MATHEW"
"920","Summer     ","Kerala",3044,"ABDULSALAM S/O MUHAMMED HAJI"
"656","Winter     ","Kerala",3093,"M S SUBI"
"919","Autumn     ","Kerala",2920,"ARJUNAN"
"919","Autumn     ","Kerala",3068,"ANTO ANTONY"
"921","Winter     ","Kerala",2918,"SOBHA SURENDRAN"
"919","Autumn     ","Kerala",3020,"SANTHOSH PULICKAL"
"919","Autumn     ","Kerala",2955,"K. J. SHINE TEACHER"
"921","Winter     ","Kerala",3047,"KODIKUNNIL SURESH"
"920","Summer     ","Kerala",2970,"SAJI @ SHAJI"
"655","Summer     ","Kerala",3028,"ARAVINDAKSHAN NAIR M. K."
"919","Autumn     ","Kerala",3105,"M S JAFARGHAN"
"919","Autumn     ","Kerala",3017,"M M SCARIA"
"921","Winter     ","Kerala",3006,"P KRISHNAMMAL"
"655","Summer     ","Kerala",2959,"SANDEEP RAJENDRAPRASAD"
"921","Winter     ","Kerala",3128,"P RADHAKRISHNAN"
"920","Summer     ","Kerala",3063,"RAJESH K SON OF VELANKUTTY"
"740","Rabi       ","Goa",1482,"DR KALIDAS VAINGANKAR"
"654","Autumn     ","Kerala",3108,"NOTA"
"921","Winter     ","Kerala",3077,"DR. M.P ABDUSSAMAD SAMADANI"
"656","Winter     ","Kerala",3052,"SURESH NOORANAD"
"740","Rabi       ","Goa",1478,"PALLAVI SHRINIVAS DEMPO"
"919","Autumn     ","Kerala",3100,"ADV V S SUNILKUMAR"
"920","Summer     ","Kerala",2974,"M.V. JAYARAJAN"
"920","Summer     ","Kerala",3124,"SATHYAN K.P"
"919","Autumn     ","Kerala",3094,"CHALAI MOHANAN"
"919","Autumn     ","Kerala",2944,"K A UNNIKRISHNAN"
"919","Autumn     ","Kerala",2992,"ANEESH PAYYANNUR"
"919","Autumn     ","Kerala",3117,"SYLAJA P"
"919","Autumn     ","Kerala",2931,"HARI ARUMBIL"
"655","Summer     ","Kerala",3065,"SIDHEEK IRUPPASSERY"
"656","Winter     ","Kerala",2922,"ADV.K.M SHAJAHAN"
"654","Autumn     ","Kerala",3048,"ADV ARUN KUMAR C A"
"921","Winter     ","Kerala",3042,"P.C. NARAYANAN"
"677","Rabi       ","Meghalaya",4719,"VINCENT H. PALA"
"921","Winter     ","Kerala",3062,"N S K PURAM SASIKUMAR"
"655","Summer     ","Kerala",2941,"NOTA"
"677","Rabi       ","Meghalaya",4725,"SALENG A SANGMA"
"920","Summer     ","Kerala",2967,"ADV. SANGEETHA VISWANATHAN"
"654","Autumn     ","Kerala",3054,"MANTHARA VELAYUDHAN"
"921","Winter     ","Kerala",2919,"MURALEEDHARAN KONCHERILLAM"
"655","Summer     ","Kerala",3030,"T. RAGHAVAN S/O VELLANKUTTY"
"655","Summer     ","Kerala",2995,"NOTA"
"656","Winter     ","Kerala",2944,"K A UNNIKRISHNAN"
"654","Autumn     ","Kerala",2988,"M.L ASHWINI"
"921","Winter     ","Kerala",3034,"ABDUL KAREEM S/O MAHAMMOOD"
"656","Winter     ","Kerala",3005,"BRO NOUSHAD  SHERIFF J"
"656","Winter     ","Kerala",2921,"VAYALAR RAJEEVAN"
"740","Rabi       ","Goa",1474,"THOMAS AUGUSTINE FERNANDES"
"919","Autumn     ","Kerala",3088,"PANNIAN RAVINDRAN"
"919","Autumn     ","Kerala",2988,"M.L ASHWINI"
"920","Summer     ","Kerala",2979,"JOY JOHN PATTAR MADATHIL"
"654","Autumn     ","Kerala",2976,"RAMACHANDRAN BAVILEERI"
"654","Autumn     ","Kerala",3036,"ABDUL KAREEM K. S/O ASSAIN"
"655","Summer     ","Kerala",3026,"M. T. RAMESH"
"919","Autumn     ","Kerala",3014,"V P KOCHUMON"
"656","Winter     ","Kerala",2969,"JOMON JOHN"
"656","Winter     ","Kerala",3106,"PRATHAPAN"
"921","Winter     ","Kerala",2922,"ADV.K.M SHAJAHAN"
"655","Summer     ","Kerala",3103,"SUNILKUMAR SON OF PRABHAKARAN"
"921","Winter     ","Kerala",3025,"ELAMARAM KAREEM"
"920","Summer     ","Kerala",3103,"SUNILKUMAR SON OF PRABHAKARAN"
"655","Summer     ","Kerala",3124,"SATHYAN K.P"
"655","Summer     ","Kerala",3042,"P.C. NARAYANAN"
"655","Summer     ","Kerala",3071,"ADV.P.K.GEETHAKRISHNAN"
"920","Summer     ","Kerala",3098,"NOTA"
"656","Winter     ","Kerala",2953,"NOTA"
"656","Winter     ","Kerala",3046,"NOTA"
"729","Whole Year ","Goa",1479,"RUBERT PEREIRA"
"920","Summer     ","Kerala",2941,"NOTA"
"677","Rabi       ","Meghalaya",4727,"ZENITH M SANGMA"
"655","Summer     ","Kerala",3056,"NOTA"
"654","Autumn     ","Kerala",2921,"VAYALAR RAJEEVAN"
"919","Autumn     ","Kerala",3004,"JOSE SARANATH"
"656","Winter     ","Kerala",3016,"CHANDRABOSE P"
"920","Summer     ","Kerala",3084,"HAMZA KADAVANDI"
"919","Autumn     ","Kerala",3067,"NOTA"
"655","Summer     ","Kerala",3077,"DR. M.P ABDUSSAMAD SAMADANI"
"919","Autumn     ","Kerala",2967,"ADV. SANGEETHA VISWANATHAN"
"655","Summer     ","Kerala",2979,"JOY JOHN PATTAR MADATHIL"
"655","Summer     ","Kerala",2973,"K. SUDHAKARAN"
"655","Summer     ","Kerala",3116,"SHAFI"
"919","Autumn     ","Kerala",2930,"DR T N SARASU"
"919","Autumn     ","Kerala",3114,"KUNHIKANNAN PAYYOLI"
"656","Winter     ","Kerala",3097,"SASI KONGAPALLY"
"921","Winter     ","Kerala",2927,"NOTA"
"654","Autumn     ","Kerala",3104,"DIVAKARAN PALLATH"
"656","Winter     ","Kerala",3084,"HAMZA KADAVANDI"
"656","Winter     ","Kerala",3007,"N JAYARAJAN"
"921","Winter     ","Kerala",3104,"DIVAKARAN PALLATH"
"939","Rabi       ","Meghalaya",4718,"DR. RICKY ANDREW J. SYNGKON"
"920","Summer     ","Kerala",2934,"ADV ADOOR PRAKASH"
"655","Summer     ","Kerala",3117,"SYLAJA P"
"655","Summer     ","Kerala",2971,"P.K. SAJEEVAN"
"655","Summer     ","Kerala",3017,"M M SCARIA"
"919","Autumn     ","Kerala",2937,"SURABHI S"
"654","Autumn     ","Kerala",3091,"J J RUSSELL"
"654","Autumn     ","Kerala",3105,"M S JAFARGHAN"
"656","Winter     ","Kerala",3090,"ADV SHINE LAL M P"
"852","Kharif     ","Goa",1469,"RAMAKANT KHALAP"
"921","Winter     ","Kerala",3058,"A VIJAYARAGHAVAN"
"921","Winter     ","Kerala",3000,"PREMACHANDRAN NAIR"
"655","Summer     ","Kerala",3123,"P.R KRISHNANKUTTY"
"921","Winter     ","Kerala",2916,"K. C VENUGOPAL"
"654","Autumn     ","Kerala",3110,"K K SHAILAJA TEACHER"
"920","Summer     ","Kerala",3060,"K T PADMINI"
"654","Autumn     ","Kerala",2944,"K A UNNIKRISHNAN"
"740","Rabi       ","Goa",1468,"SHRIPAD YESSO NAIK"
"655","Summer     ","Kerala",3098,"NOTA"
"852","Kharif     ","Goa",1470,"TUKARAM BHARAT PARAB"
"921","Winter     ","Kerala",3064,"RAJESH M SON OF MANI C"
"920","Summer     ","Kerala",2988,"M.L ASHWINI"
"654","Autumn     ","Kerala",2958,"VAYALAR JAYAKUMAR"
"919","Autumn     ","Kerala",3099,"SURESH GOPI"
"656","Winter     ","Kerala",3122,"K SURENDRAN"
"920","Summer     ","Kerala",2964,"NOTA"
"920","Summer     ","Kerala",2956,"DR. K. S. RADHAKRISHNAN"
"921","Winter     ","Kerala",3108,"NOTA"
"655","Summer     ","Kerala",3022,"MAN HOUSE MANMADHAN"
"655","Summer     ","Kerala",3018,"JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S"
"920","Summer     ","Kerala",2983,"C. BALAKRISHNAN YADAV"
"581","Kharif     ","Goa",1469,"RAMAKANT KHALAP"
"920","Summer     ","Kerala",3071,"ADV.P.K.GEETHAKRISHNAN"
"656","Winter     ","Kerala",3089,"ADV RAJENDRAN"
"654","Autumn     ","Kerala",3067,"NOTA"
"919","Autumn     ","Kerala",2925,"JAYAKRISHNAN P"
"920","Summer     ","Kerala",3093,"M S SUBI"
"919","Autumn     ","Kerala",3059,"C KRISHNAKUMAR"
"920","Summer     ","Kerala",2923,"SHAJAHAN V.A.     S/O ABDUL AZEES"
"921","Winter     ","Kerala",3121,"ANNIE RAJA"
"920","Summer     ","Kerala",2994,"N KESHAVA NAYAK"
"921","Winter     ","Kerala",3045,"THRISSUR NAZEER"
"655","Summer     ","Kerala",3118,"MURALIDHARAN"
"656","Winter     ","Kerala",2978,"SUDHAKARAN. K S/O. P GOPALAN"
"655","Summer     ","Kerala",2964,"NOTA"
"654","Autumn     ","Kerala",3047,"KODIKUNNIL SURESH"
"655","Summer     ","Kerala",3064,"RAJESH M SON OF MANI C"
"921","Winter     ","Kerala",3038,"E.T.  MOHAMMED BASHEER"
"656","Winter     ","Kerala",2927,"NOTA"
"655","Summer     ","Kerala",2992,"ANEESH PAYYANNUR"
"921","Winter     ","Kerala",2991,"MANOHARAN K"
"921","Winter     ","Kerala",2938,"PRAKASH P L"
"921","Winter     ","Kerala",3081,"VINOD"
"919","Autumn     ","Kerala",3072,"JOY P.MATHEW"
"920","Summer     ","Kerala",2973,"K. SUDHAKARAN"
"921","Winter     ","Kerala",3068,"ANTO ANTONY"
"921","Winter     ","Kerala",3005,"BRO NOUSHAD  SHERIFF J"
"656","Winter     ","Kerala",3083,"BINDHU W/O DEVARAJAN"
"654","Autumn     ","Kerala",2954,"HIBI EDEN"
"921","Winter     ","Kerala",3001,"GOKULAM SURESH KUMAR"
"919","Autumn     ","Kerala",3018,"JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S"
"920","Summer     ","Kerala",3062,"N S K PURAM SASIKUMAR"
"654","Autumn     ","Kerala",2993,"BALAKRISHNAN N"
"920","Summer     ","Kerala",3107,"JOSHI VILLADOM"
"654","Autumn     ","Kerala",2926,"JYOTHI ABRAHAM"
"740","Rabi       ","Goa",1479,"RUBERT PEREIRA"
"919","Autumn     ","Kerala",3041,"T. KRISHNAN"
"921","Winter     ","Kerala",2970,"SAJI @ SHAJI"
"581","Kharif     ","Goa",1483,"ALEXY FERNANDES"
"656","Winter     ","Kerala",2976,"RAMACHANDRAN BAVILEERI"
"921","Winter     ","Kerala",3126,"PRASEETHA AZHIKODE"
"939","Rabi       ","Meghalaya",4722,"PROF. LAKHON KMA"
"654","Autumn     ","Kerala",2957,"ADV. ANTONY JUDY"
"921","Winter     ","Kerala",2973,"K. SUDHAKARAN"
"654","Autumn     ","Kerala",3098,"NOTA"
"921","Winter     ","Kerala",3069,"DR.T.M.THOMAS ISSAC"
"919","Autumn     ","Kerala",2963,"ROHIT KRISHNAN"
"919","Autumn     ","Kerala",3090,"ADV SHINE LAL M P"
"939","Rabi       ","Meghalaya",4721,"ROBERTJUNE KHARJAHRIN"
"654","Autumn     ","Kerala",3071,"ADV.P.K.GEETHAKRISHNAN"
"655","Summer     ","Kerala",2963,"ROHIT KRISHNAN"
"920","Summer     ","Kerala",2985,"NOTA"
"919","Autumn     ","Kerala",3082,"HAMSA S/O MOIDUTTY"
"921","Winter     ","Kerala",3097,"SASI KONGAPALLY"
"654","Autumn     ","Kerala",3038,"E.T.  MOHAMMED BASHEER"
"654","Autumn     ","Kerala",3064,"RAJESH M SON OF MANI C"
"655","Summer     ","Kerala",2996,"N K PREMACHANDRAN"
"654","Autumn     ","Kerala",3052,"SURESH NOORANAD"
"919","Autumn     ","Kerala",3101,"K MURALEEDHARAN"
"920","Summer     ","Kerala",2918,"SOBHA SURENDRAN"
"920","Summer     ","Kerala",3046,"NOTA"
"920","Summer     ","Kerala",3056,"NOTA"
"921","Winter     ","Kerala",3105,"M S JAFARGHAN"
"655","Summer     ","Kerala",3090,"ADV SHINE LAL M P"
"654","Autumn     ","Kerala",3072,"JOY P.MATHEW"
"655","Summer     ","Kerala",3068,"ANTO ANTONY"
"919","Autumn     ","Kerala",2981,"JAYARAJAN S/O. VELAYUDHAN"
"919","Autumn     ","Kerala",3112,"SHAFI T P"
"920","Summer     ","Kerala",3004,"JOSE SARANATH"
"921","Winter     ","Kerala",3127,"AJEEB MUHAMMED"
"919","Autumn     ","Kerala",2947,"BOSCO KALAMASSERY"
"654","Autumn     ","Kerala",3069,"DR.T.M.THOMAS ISSAC"
"919","Autumn     ","Kerala",3047,"KODIKUNNIL SURESH"
"920","Summer     ","Kerala",3113,"K K SHYLAJA"
"921","Winter     ","Kerala",3107,"JOSHI VILLADOM"
"921","Winter     ","Kerala",3040,"DR. ABDUL SALAM"
"729","Whole Year ","Goa",1473,"SHAKEEL JAMAL SHAIKH"
"852","Kharif     ","Goa",1475,"ADV VISHAL NAIK"
"655","Summer     ","Kerala",3113,"K K SHYLAJA"
"581","Kharif     ","Goa",1481,"DEEPKUMAR D MAPARI"
"655","Summer     ","Kerala",3033,"DR. M. JYOTHIRAJ"
"919","Autumn     ","Kerala",3011,"THUSHAR VELLAPPALLY"
"919","Autumn     ","Kerala",3007,"N JAYARAJAN"
"654","Autumn     ","Kerala",3086,"SHASHI THAROOR"
"654","Autumn     ","Kerala",3020,"SANTHOSH PULICKAL"
"920","Summer     ","Kerala",2968,"ADV. RUSSEL JOY"
"677","Rabi       ","Meghalaya",4718,"DR. RICKY ANDREW J. SYNGKON"
"656","Winter     ","Kerala",3023,"NOTA"
"921","Winter     ","Kerala",3065,"SIDHEEK IRUPPASSERY"
"656","Winter     ","Kerala",3012,"VIJU CHERIAN"
"654","Autumn     ","Kerala",3115,"SHYLAJA"
"656","Winter     ","Kerala",3087,"RAJEEV CHANDRASEKHAR"
"655","Summer     ","Kerala",3088,"PANNIAN RAVINDRAN"
"655","Summer     ","Kerala",2975,"C. RAGHUNATH"
"654","Autumn     ","Kerala",3049,"BAIJU KALASALA"
"921","Winter     ","Kerala",2960,"CYRILL SKARIA"
"920","Summer     ","Kerala",2940,"PRAKASH S"
"919","Autumn     ","Kerala",3042,"P.C. NARAYANAN"
"654","Autumn     ","Kerala",2941,"NOTA"
"656","Winter     ","Kerala",2995,"NOTA"
